0,40.5,56.0,83.0,115.0,150.0,200.0,265.0,350.0,460.0,585.0,725.0,900.0,1100.0,1300.0,1500.0,1700.0,1900.0,2100.0,2350.0,2650.0,2950.0,3250.0,3550.0,3850.0
2022-12-05 20:19:13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 20:19:15,28.968515396118164,4.483222484588623,0.34486326575279236,0.0,0.34486326575279236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 20:19:17,20.982688903808594,1.311418056488037,0.874278724193573,0.874278724193573,0.4371393620967865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 20:19:18,16.233766555786133,1.8447461128234863,0.36894920468330383,0.0,0.0,0.36894920468330383,0.0,0.36894920468330383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 20:19:20,14.419610977172852,1.4419610500335693,1.4419610500335693,0.0,0.36049026250839233,0.0,0.36049026250839233,0.0,0.0,0.36049026250839233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 20:19:21,12.022273063659668,2.8473803997039795,0.6327512264251709,0.31637561321258545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 20:19:23,9.908535957336426,2.2865853309631348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 20:19:24,14.0,2.0,0.8571428656578064,0.0,0.0,0.0,0.2857142984867096,0.0,0.0,0.0,0.0,0.2857142984867096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-05 20:19:26,10.450082778930664,2.673276901245117,0.4860503673553467,0.24302518367767334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24302518367767334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
