0,40.5,56.0,83.0,115.0,150.0,200.0,265.0,350.0,460.0,585.0,725.0,900.0,1100.0,1300.0,1500.0,1700.0,1900.0,2100.0,2350.0,2650.0,2950.0,3250.0,3550.0,3850.0
2022-11-14 18:41:31,12.548829078674316,1.3662030696868896,0.46552106738090515,0.1315602958202362,0.08096018433570862,0.08096018433570862,0.050600115209817886,0.010120023041963577,0.020240046083927155,0.010120023041963577,0.0,0.0,0.0,0.010120023041963577,0.0,0.0,0.010120023041963577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 18:41:32,10.875475883483887,2.4922964572906494,0.0,0.0,0.0,0.0,0.0,0.2265724092721939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 18:41:34,10.126115798950195,0.6904169917106628,0.4602780044078827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23013900220394135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 18:41:36,12.378721237182617,1.1709601879119873,0.3345600366592407,0.0,0.16728001832962036,0.0,0.16728001832962036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 18:41:37,8.666666984558105,1.1111111640930176,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222238779068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 18:41:55,12.397947311401367,1.3283514976501465,0.3235727846622467,0.05109044164419174,0.11921103298664093,0.05109044164419174,0.017030147835612297,0.0,0.017030147835612297,0.0,0.017030147835612297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 18:41:56,4.953266620635986,0.8614376783370972,0.4307188391685486,0.0,0.2153594195842743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 18:41:58,10.162601470947266,0.4065040647983551,0.20325203239917755,0.0,0.0,0.0,0.20325203239917755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 18:42:00,11.732866287231445,0.7821910381317139,0.312876433134079,0.0,0.1564382165670395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
