0,40.5,56.0,83.0,115.0,150.0,200.0,265.0,350.0,460.0,585.0,725.0,900.0,1100.0,1300.0,1500.0,1700.0,1900.0,2100.0,2350.0,2650.0,2950.0,3250.0,3550.0,3850.0
2022-11-14 19:17:40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 19:17:42,10.87493896484375,1.9772615432739258,0.3295435905456543,0.0,0.16477179527282715,0.0,0.0,0.3295435905456543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 19:17:44,9.933304786682129,1.013602614402771,0.405441015958786,0.405441015958786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 19:17:45,8.934879302978516,1.0389394760131836,0.0,0.0,0.20778788626194,0.20778788626194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 19:17:47,9.936407089233398,0.8832361698150635,0.44161808490753174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 19:17:48,10.98901081085205,1.144688606262207,0.22893773019313812,0.0,0.0,0.22893773019313812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 19:17:49,10.204081535339355,0.8873114585876465,0.22182786464691162,0.22182786464691162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 19:17:51,9.53859806060791,2.218278646469116,0.0,0.0,0.0,0.44365572929382324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14 19:17:52,10.425909996032715,1.774622917175293,0.22182786464691162,0.0,0.0,0.0,0.22182786464691162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
